αὐθάδης|self-satisfied, arrogant, stubborn
αὐλητής|a flute-player
αὐλέω|I play the flute, pipe
αὐλή|court-yard, fore-court, sheep-fold; but it may be understood as: palace, house
αὐλίζομαι|I lodge in the open, lodge, pass the night
αὐλός|a flute, pipe
αὐξάνω|(a) I cause to increase, become greater (b) I increase, grow
αὐστηρός|grim, severe, strict, exacting, harsh, rigid
αὐτοκατάκριτος|(perhaps a new coinage), self-condemned
αὐτοῦ|here, there
αὐτάρκεια|self-sufficiency, independence, contentment
αὐτάρκης|self-sufficient, contented, satisfied, independent
αὐτόματος|of its own accord
αὐτόπτης|an eye-witness
αὐτός|he, she, it, they, them, same
αὐτόφωρος|in the very act
αὐτόχειρ|with one's own hand
αὐχμηρός|(poetical, lit: dry and parched; then: squalid and rough), dingy, murky, obscure, dark, funereal
αὔξησις|increasing, increase, growth
αὔριον|tomorrow
βαβυλών|(a) Babylon, the ancient city on the Euphrates, to which the people of Jerusalem, etc., were transported, (b) hence allegorically of Rome, from the point of view of the Christian people
βαθμός|a step (of a stairway); hence: a stage in a career, a position
βαθύνω|I deepen, excavate
βαθύς|deep (lit. and met.); in the depths of the early morning, while still very early; profound
βαλαάμ|Balaam, son of Beor of Pethor on the Euphrates, a soothsayer in the Old Testament
βαλάκ|Balak, son of Zippor, King of Moab
βαλάντιον|a purse, money-bag
βαπτισμός|dipping, washing (of a ceremonial character)
βαπτιστής|the baptizer, the Baptist, epithet used only of John, the son of Zechariah and Elizabeth, forerunner of Jesus
βαπτίζω|lit: I dip, submerge, but specifically of ceremonial dipping; I baptize
βαραββᾶς|Barabbas
βαραχίας|Barachiah; his identity is uncertain, perhaps father of the Zechariah killed by the Zealots in the last Jewish War
βαρθολομαῖος|Bartholomew, surname of Nathanael, one of the twelve apostles of Jesus
βαριησοῦς|Bar-Jesus, the name of the magician and false prophet at Paphos in Cyprus; he is also called Elymas
βαριωνᾶς|Bar-Jonas, son of Jonas, the surname of Simon Peter
βαρνάβας|Barnabas, a Cypriote Jew, uncle of John Mark; his other name was Joseph
βαρσαββᾶς|Barsabbas, son of Sabbas, a surname of Joseph and Judas
βαρτίμαιος|Bartimaeus, son of (?) Timaeus
βαράκ|Barak, one of the judges of Israel
βαρέω|I weight, load, burden, lit. and met
βαρέως|heavily, with difficulty
βαρύς|heavy, weighty, burdensome, lit. and met; violent, oppressive
βαρύτιμος|of great price
βασανισμός|torture, torment
βασανιστής|one who tortures, a tormentor, jailor
βασανίζω|I examine, as by torture; I torment; I buffet, as of waves
βασιλεία|kingship, sovereignty, authority, rule, especially of God, both in the world, and in the hearts of men; hence: kingdom, in the concrete sense
βασιλεύς|a king, ruler, but in some passages clearly to be translated: emperor
βασιλεύω|(a) I rule, reign, (b) I reign over
βασιλικός|connected with a king, royal, regal, (a) an officer in the service of the king, (b) the king's country
βασκαίνω|I give the evil eye to, fascinate, bewitch, overpower
βαστάζω|(a) I carry, bear, (b) I carry (take) away
βασίλειος|courtiers, palaces, a body of kings, royal
βασίλισσα|a queen
βαττολογέω|I chatter, am long-winded, utter empty words, stammer, repeat
βαίον|a palm branch
βδελυκτός|abominable, detestable
βδελύσσομαι|I abhor, detest, loathe
βδέλυγμα|an abominable thing, an accursed thing
βεβαιόω|I confirm, ratify, secure, establish; pass: I guarantee
βεβαίωσις|confirmation, ratification, establishment
βεβηλόω|I profane, pollute, violate
βεελζεβούλ|Beelzebul, a name of Satan, the chief of evil spirits
βελτίων|better; adv: very well
βελίαρ|Belial, a demon, and in fact a name for Satan
βενιαμίν|Benjamin, youngest son of Jacob, founder of one of the twelve tribes of Israel
βερνίκη|Bernice, daughter of Agrippa I and Kypros, and sister of M. Julius Agrippa II
βεροιαῖος|belonging to Berea, Berean
βηθανία|(a) Bethany, the home of Lazarus, Martha, and Mary, near Jerusalem, (b) Bethany, beyond Jordan
βηθεσδά|Bethesda, name of a pool in Jerusalem
βηθλεέμ|Bethlehem, a town of Judea
βηθσαιδά|Bethsaida, (a) a city of Galilee, (b) a city east of the Jordan
βηθφαγή|Bethphage, a village in the neighborhood of Jerusalem, on the Mt. of Olives
βιαστής|a forceful, violent man; one who is eager in pursuit
βιβλιδάριον|a little papyrus roll
βιβλίον|a papyrus roll
βιβρώσκω|I eat
βιθυνία|Bithynia, a Roman province, north-west of Asia Minor and south-west of the Black Sea
βιωτικός|belonging to ordinary life, worldly
βιόω|I live, pass my life
βλαβερός|injurious, hurtful
βλαστάνω|intrans: I sprout; trans: I cause to sprout, make to grow up
βλασφημέω|I speak evil against, blaspheme, use abusive or scurrilous language about (God or men)
βλασφημία|abusive or scurrilous language, blasphemy
βλητέος|a verbal adj: one must put, that ought to be put
βλάπτω|I hurt, injure
βλάστος|Blastus, chamberlain of King Herod Agrippa I
βλάσφημος|slanderous; subst: a blasphemer
βλέμμα|a look, glance; sight and hearing
βλέπω|(primarily physical), I look, see, perceive, discern
βοανεργές|Boanerges, "sons of thunder"
βοηθέω|I come to the rescue of, come to help, help
βοηθός|a helper
βολή|a casting, throw; in acc: as measure of distance
βολίζω|I cast the line (for sounding), I sound
βορρᾶς|the north wind, hence: the North
βοσόρ|Bosor, father of Balaam
βοτάνη|fodder, food, herbage
βουλευτής|a member of a city council, in NT of the Sanhedrin at Jerusalem
βουλεύω|I deliberate, take counsel, determine
βουλή|counsel, deliberate wisdom, decree
βουνός|a hillock, hill
βοάω|I shout, call aloud, proclaim
βοή|a shout, cry
βοήθεια|(a) abstr: assistance, (b) concr: (a technical term of nautical language), a help
βοόζ|Boaz, son of Salmon and Rahab, husband of Ruth, father of Obed
βούλημα|will, counsel, purpose
βούλομαι|I will, intend, desire, wish
βοῦς|an ox, cow, bull
βραβεύω|(lit: to act as arbiter in the games), I rule, arbitrate
βραβεῖον|a prize
βραδυπλοέω|I sail slowly
βραδυτής|tardiness, slowness, delay
βραδύνω|I am slow, I delay, tarry
βραδύς|slow, slow of understanding
βραχίων|the arm, strength
βραχύς|short, little, few
βροντή|thunder
βροχή|a heavy rain
βρυγμός|a grinding or gnashing
βρέφος|infant, babe, child in arms
βρέχω|I moisten, rain, send rain
βρόχος|a noose or snare; a cord
βρύχω|I grind or gnash, as with the teeth for rage or pain
βρύω|I cause to gush forth, send forth
βρώσιμος|eatable, suitable for food
βρῶμα|food of any kind
βρῶσις|(a) abstr: eating, (b) food, a meal, (c) rust
βυθίζω|I cause to sink; mid: I sink, submerge, drown
βυθός|the deep sea, the bottom
βυρσεύς|a tanner
βωμός|an altar, platform; a slightly-elevated spot
βάαλ|Baal, chief deity of the Phoenicians and other Semitic nations
βάθος|depth; deep water; met: fullness, immensity; an extreme degree; profundities, deep-laid plans
βάλλω|(a) I cast, throw, rush, (b) often, in the weaker sense: I place, put, drop
βάπτισμα|the rite or ceremony of baptism
βάπτω|(a) I dip, (b) I dye
βάρβαρος|a foreigner, one who speaks neither Greek nor Latin; as adj: foreign
βάρος|a weight, burden, lit. or met
βάσανος|torture, torment, examination by torture
βάσις|a step; hence: a foot
βάτος|@
βάτραχος|a frog
βέβαιος|firm, steadfast, enduring, sure, certain
βέβηλος|permitted to be trodden, accessible
βέλος|a missile, dart, javelin, arrow
βέροια|Berea, a town of the province Macedonia
βήρυλλος|a beryl, a precious stone of various colors, the best known being sea-green
βία|force, violence, strength
βίαζομαι|(a) mid: I use force, force my way, come forward violently, (b) pass: I am forcibly treated, suffer violence
βίαιος|strong, violent
βίβλος|a written book, roll, or volume, sometimes with a sacred connotation
βίος|(a) life, (b) manner of life; livelihood
βίωσις|manner of life
βόθυνος|a pit, ditch
βόρβορος|mud, mire, filth
βόσκω|I feed, pasture
βότρυς|a cluster (bunch) of grapes
βύσσινος|of fine linen, cotton
βύσσος|fine linen, cotton
βῆμα|an elevated place ascended by steps, a throne, tribunal
γαββαθᾶ|Gabbatha, a sort of paved square, on which the procurator had his judgment seat
γαβριήλ|the angel Gabriel, a messenger of God
γαδαρηνός|Gadarene, belonging to Gadara (an important Hellenized town, one of the Decapolis, and south-east of the Sea of Galilee)
γαζοφυλάκιον|a treasury
γαλατικός|Galatic, belonging to the province Galatia
γαλατία|Galatia, a large Roman province in central Asia Minor, comprising the districts of Paphlagonia, Pontus Galaticus, Galatia (in the narrower sense, which some still think is intended in the NT), Phrygia Galatica, Lycaonia Galatica, Pisidia and Isaurica
γαλιλαία|Galilee, a district towards the southern end of the Roman province Syria; the northern division of Palestine
γαλιλαῖος|a Galilean, an inhabitant of Galilee
γαλλίων|Gallio, Lucius Iunius Gallio, who received this name by adoption into another family, but was born brother of the philosopher Seneca and originally named L. Annaeus Nouatus; proconsul of the Roman province Achaia from spring A.D. 52 to spring 53
γαλάτης|a Galatian (meaning any inhabitant of the Roman province Galatia)
γαλήνη|a calm
γαμαλιήλ|Gamaliel, a noted Pharisee, teacher of Saul
γαμέω|I marry, used of either sex
γαμίσκω|I give in marriage
γαστήρ|the womb, stomach; of a woman: to be with child (lit: to have [a child] in the belly)
γε|an enclitic, emphasizing particle: at least, indeed, really, but generally too subtle to be represented in English
γεδεών|Gideon, one of the Judges of Israel
γεθσημανῆ|Gethsemane, a small place between the brook Kidron and the Mount of Olives near Jerusalem
γελάω|I laugh, smile
γεμίζω|I fill, load
γενεαλογέω|I put into a genealogy, reckon my descent
γενεαλογία|genealogy
γενετή|birth
γενεά|a generation; if repeated twice or with another time word, practically indicates infinity of time
γεννησαρέτ|Gennesaret, a fertile district by the lake of Tiberias, which was in consequence sometimes called the Lake of Gennesaret
γεννητός|begotten, born
γεννάω|I beget (of the male), (of the female) I bring forth, give birth to
γενέσια|a birthday celebration
γεργεσηνός|from Gerasene
γερουσία|the assembly or body of elders
γεωργέω|I work the soil, cultivate the earth
γεωργός|a worker of the soil, husbandman, farmer, farm-laborer, vine-dresser
γείτων|a neighbor
γεύομαι|(a) I taste, (b) I experience
γεώργιον|a tilled field, cultivation, husbandry
γηράσκω|I become old, grow old
γινώσκω|I am taking in knowledge, come to know, learn; aor: I ascertained, realized
γλεῦκος|the unfermented juice of grapes; hence: sweet new wine
γλυκύς|sweet
γλωσσόκομον|(a vernacular word), bag, purse; some prefer to take as: box, chest
γλῶσσα|the tongue, a language, a nation (usually distinguished by their speech)
γναφεύς|a fuller, cloth-dresser
γνησίως|truly, genuinely, honorably, sincerely
γνωρίζω|I make known, declare, know, discover
γνωστός|known, an acquaintance
γνήσιος|(lit: born in wedlock), hence: real, true, genuine; with definite article: the true, genuine element
γνόφος|darkness, gloom; a thick cloud
γνώμη|opinion, counsel, judgment, intention, decree
γνώστης|one who knows, an expert
γνῶσις|knowledge, doctrine, wisdom
γογγυσμός|murmuring, grumbling
γογγυστής|a murmurer, grumbler
γογγύζω|I whisper, murmur, grumble (generally of smoldering discontent)
γολγοθᾶ|Golgotha, a knoll outside the wall of Jerusalem
γονεύς|a begetter, father; plur: parents
γονυπετέω|I fall on my knees before (in supplication), supplicate, entreat
γραμματεύς|(a) in Jerusalem, a scribe, one learned in the Jewish Law, a religious teacher, (b) at Ephesus, the town-clerk, the secretary of the city, (c) a man of learning generally
γραπτός|written
γραφή|(a) a writing, (b) a passage of scripture; plur: the scriptures
γραώδης|belonging to old women, such as old women tell
γρηγορέω|(a) I am awake (in the night), watch, (b) I am watchful, on the alert, vigilant
γράμμα|a letter of the alphabet; collectively: written (revelation); (a) a written document, a letter, an epistle, (b) writings, literature, learning
γράφω|I write; pass: it is written, it stands written (in the scriptures)
γυμνασία|(physical) exercise, in a wide sense
γυμνητεύω|I am poorly clad; I am habitually wearing an under-garment only
γυμνάζω|I train by physical exercise; hence: train, in the widest sense
γυμνός|rarely: stark-naked; generally: wearing only the under-garment; bare, open, manifest; mere
γυμνότης|nakedness
γυναικεῖος|belonging to woman, of woman, female
γυναικάριον|a woman, with all a woman's weakness, a poor weak woman, a silly woman
γυνή|a woman, wife, my lady
γωνία|a corner; met: a secret place
γάγγραινα|gangrene, mortification
γάδ|Gad, one of the twelve tribes of Israel
γάζα|@
γάιος|Gaius, (a) a Corinthian, (b) a Macedonian, (c) a citizen of Derbe, (d) an Ephesian
γάλα|milk
γάμος|a marriage, wedding, wedding-ceremony; plur: a wedding-feast
γάρ|for
γέεννα|Gehenna, and originally the name of a valley or cavity near Jerusalem, a place underneath the earth, a place of punishment for evil
γέλως|laughter
γέμω|I am full of
γένεσις|birth, lineage, descent
γέννημα|offspring, child, fruit
γέννησις|nativity, birth
γένος|offspring, family, race, nation, kind
γέρων|an old man
γίνομαι|I come into being, am born, become, come about, happen
γόης|a conjuror, juggler, sorcerer; a tricky (crafty) deceiver, imposter
γόμορρα|Gomorrah, one of the destroyed cities on the Dead Sea
γόμος|a cargo, freight
γόνυ|the knee
γώγ|Gog, in Ezekiel a king of Magog, a land of the remote north; hence, in Revelation, of a people far remote from Palestine
γῆ|the earth, soil, land, region, country, inhabitants of a region
γῆρας|old age
δαιμονιώδης|demon-like, such as demons have
δαιμονίζομαι|I am possessed, am under the power of an evil-spirit or demon
δαιμόνιον|an evil-spirit, demon; a heathen deity
δακρύω|I shed tears, weep
δακτύλιος|a finger-ring
δαλμανουθά|Dalmanutha, a town or village near Magdala
δαλματία|Dalmatia, a province of the Roman Empire, east of the Adriatic, a later name for part of what was earlier called Illyricum
δαμασκηνός|a Damascene, an inhabitant of Damascus
δαμασκός|Damascus
δαμάζω|I tame, subdue, involving obedience and restraint
δανειστής|a money-lender, creditor
δανείζω|I lend; mid: I borrow
δανιήλ|Daniel
δαπανάω|I spend, bear expense, waste, squander
δαπάνη|cost, expense
δαυίδ|David, King of Israel
δαίμων|an evil-spirit, demon
δειγματίζω|I hold up as an example, make a show of, expose
δειλιάω|I shrink, am fearful, timid, cowardly
δειλία|cowardice, timidity
δειλός|cowardly, timid, fearful
δεινῶς|vehemently, terribly, grievously
δειπνέω|I dine, sup, eat
δεισιδαιμονία|religion in general; in a bad sense: superstition
δεισιδαίμων|respectful of what is divine; religious, perhaps, rather than superstitious (the usual meaning)
δεκαδύο|twelve
δεκαπέντε|fifteen
δεκατέσσαρες|fourteen
δεκατόω|I tithe, collect tithe from
δεκτός|acceptable, accepted
δεκάπολις|Decapolis, meaning a group or district of ten cities (of the Greek type) in Palestine, mostly south-east of the Lake of Tiberias; the names and number vary in ancient authorities
δεκάτη|a tenth part, a tithe
δελεάζω|I allure, entice (by a bait)
δεξιόλαβος|one posted on the right hand, a spear-man
δεξιός|on the right hand, right hand, right
δερβαῖος|Derbean, belonging to Derbe
δερμάτινος|made of hide, leathern
δεσμεύω|I bind, put in chains, tie together
δεσμοφύλαξ|a keeper of a prison, a jailer
δεσμωτήριον|a prison
δεσμέω|I bind, confine
δεσμός|a bond, chain, imprisonment; a string or ligament, an impediment, infirmity
δεσμώτης|a prisoner, captive
δεσπότης|a lord, master, or prince
δευτεραῖος|adj. where English requires an adv., on the second day, on the next day
δευτερόπρωτος|second-first, a word of uncertain meaning
δείκνυμι|I point out, show, exhibit; met: I teach, demonstrate, make known
δεύτερος|second; with the article: in the second place, for the second time
δεῖ|it is necessary, inevitable; less frequently: it is a duty, what is proper
δεῖγμα|an example, type; a thing shown
δεῖνα|so and so, such a one, where the name of the person is known but not used
δεῖπνον|a dinner, an afternoon or evening meal
δεῦρο|(originally: hither, hence) (a) exclamatory: come, (b) temporal: now, the present
δεῦτε|come hither, come, hither, an exclamatory word
δηλόω|I show, make clear, reveal
δημηγορέω|I make a public speech, address a multitude
δημιουργός|an artisan, builder, maker; one who labors for the public
δημήτριος|Demetrius, a silversmith of Ephesus
δημόσιος|public, publicly
δημᾶς|Demas, a helper of Paul in Rome
δηνάριον|a denarius, a small Roman silver coin
διαβαίνω|I cross, pass through, step across
διαβεβαιόομαι|I assert emphatically
διαβλέπω|I see through, see clearly
διαβάλλω|I thrust through, slander, complain of, accuse
διαγγέλλω|I announce throughout (the world), spread the news of, give notice of, teach
διαγινώσκω|I know accurately, examine, decide
διαγνωρίζω|I tell abroad, make known
διαγογγύζω|I murmur greatly, continue murmuring
διαγρηγορέω|I awake out of sleep, am thoroughly awake
διαγίνομαι|I pass (of time); I continue through, intervene
διαδέχομαι|I receive in my turn, receive through another
διαδίδωμι|I offer here and there, distribute, divide, hand over
διαζώννυμι|I gird, tie around; mid: I gird round myself
διαθήκη|(a) a covenant between two parties, (b) (the ordinary, everyday sense [found a countless number of times in papyri]) a will, testament
διαιρέω|I divide into parts, cut asunder, distribute
διακαθαρίζω|I cleanse thoroughly
διακατελέγχομαι|I effectively (utterly) refute
διακονέω|I wait at table (particularly of a slave who waits on guests); I serve (generally)
διακονία|waiting at table; in a wider sense: service, ministration
διακούω|I hear throughout, of a judicial hearing
διακρίνω|I separate, distinguish, discern one thing from another; I doubt, hesitate, waver
διακωλύω|I obstinately prevent, hinder
διακόσιοι|two hundred
διαλαλέω|I converse together, talk of; of conversation passing from mouth to mouth
διαλείπω|I cease, give over, give up
διαλλάσσομαι|I change, exchange; I reconcile, change enmity for friendship
διαλογισμός|a calculation, reasoning, thought, movement of thought, deliberation, plotting
διαλογίζομαι|I reason (with), debate (with), consider
διαλέγομαι|I converse, address, preach, lecture; I argue, reason
διαλύω|I break up, disperse, dissolve
διαμαρτύρομαι|I give solemn evidence, testify (declare) solemnly
διαμερισμός|breaking up; discord, hostility
διαμερίζω|I divide up into parts, break up; I distribute
διαμάχομαι|I strive greatly, contend fiercely
διαμένω|I remain, continue
διανεύω|I nod continually, beckon
διανοίγω|I open fully
διανυκτερεύω|I spend the whole night
διανέμω|I divide into portions, distribute; pass: I am spread about
διανόημα|a reasoning, thought, cogitation
διανύω|I finish, complete, accomplish fully
διαπεράω|I cross over, pass over
διαπλέω|I sail over (across)
διαπονέομαι|I am greatly troubled
διαπορεύομαι|I journey through (past)
διαπορέω|I am in trouble, doubt, difficulty; I am at a loss
διαπραγματεύομαι|I gain by business (trading)
διαπρίω|(lit: I saw through), I cut to the quick (with indignation and envy)
διαρπάζω|I plunder, rob thoroughly
διαρρήσσω|I tear asunder, burst, rend
διασαφέω|I make clear, explain fully
διασείω|I blackmail, extort from, intimidate
διασκορπίζω|I scatter, winnow, disperse, waste
διασπείρω|I scatter (like seed), disperse
διασπορά|lit: scattering abroad of seed by the sower, hence: dispersion, used especially of the Jews who had migrated and were scattered over the ancient world
διασπάω|I tear apart, burst
διαστολή|distinction, difference, separation
διαστρέφω|I pervert, corrupt, oppose, distort
διαστέλλομαι|I give a commission (instructions), order; I admonish, prohibit
διασώζω|I save (rescue) through (some danger), bring safely to, escaped to
διαταγή|ordaining, ordinance, disposition
διαταράσσω|I trouble greatly, agitate
διατελέω|I continue, persevere, finish
διατηρέω|I keep safe, hold fast
διατροφή|nourishment, food
διατρίβω|I tarry, continue, stay in a place
διατάσσω|I give orders to, prescribe, arrange
διατίθεμαι|(a) I appoint, make (of a covenant), (b) I make (a will)
διαυγάζω|I shine through, dawn (of the light coming through the shadows)
διαυγής|through which light passes, transparent
διαφεύγω|I escape by flight
διαφημίζω|I report, publish abroad
διαφθείρω|I destroy, waste; hence met: I corrupt
διαφθορά|destruction, decay, corruption
διαφυλάσσω|I guard carefully, protect, defend
διαφέρω|(a) trans: I carry through, hither and thither, (b) intrans: I am different, differ, and sometimes: I surpass, excel
διαχειρίζομαι|I lay my hands upon, and so: I slay, kill
διαχωρίζομαι|I separate myself from, part from, go away
διαίρεσις|division, distribution, difference, distinction
διδακτικός|able to teach, apt to teach
διδακτός|taught, instructed
διδασκαλία|instruction, teaching
διδαχή|teaching, doctrine, what is taught
διδάσκαλος|a teacher, master
διδάσκω|I teach, direct, admonish
διεγείρω|I wake out of sleep, arouse in general, stir up
διερμηνευτής|an interpreter
διερμηνεύω|I translate, interpret, explain
διερωτάω|I find by inquiry
διετής|two years old, lasting two years
διετία|a period of two years, two years; according to ancient practice this means any period between one and two years
διηγέομαι|I relate in full, describe, narrate
διηνεκής|continuous, continually, unbroken
διθάλασσος|between two seas, which has sea on both sides
διικνέομαι|I pass through (to), come through (to), pierce
διισχυρίζομαι|I assert emphatically, lean upon
δικαιοκρισία|just judging, just judgment
δικαιοσύνη|(usually if not always in a Jewish atmosphere), justice, justness, righteousness, righteousness of which God is the source or author, but practically: a divine righteousness
δικαιόω|I make righteous, defend the cause of, plead for the righteousness (innocence) of, acquit, justify; hence: I regard as righteous
δικαστής|a judge
δικαίωμα|a thing pronounced (by God) to be righteous (just, the right); or the restoration of a criminal, a fresh chance given him; a righteous deed, an instance of perfect righteousness
δικαίως|justly, righteously
δικαίωσις|acquittal, justifying, justification, a process of absolution
διοδεύω|I journey through, go about
διονύσιος|Dionysius, an Athenian
διοπετής|fallen from the sky
διορύσσω|I dig through, break through
διοτρεφής|Diotrephes
διπλοῦς|double, two-fold
διπλόω|I double, render back double
διστάζω|I waver, doubt, hesitate
δισχίλιοι|two thousand
διυλίζω|I strain, put through a sieve
διχοστασία|division, dissension, standing apart
διχοτομέω|I cut in two, perhaps: scourge severely
διχάζω|I cut asunder; met: I set at variance, make to be hostile
διψάω|I thirst for, desire earnestly
διωγμός|chase, pursuit; persecution
διά|(a) gen: through, throughout, by the instrumentality of, (b) acc: through, on account of, by reason of, for the sake of, because of
διάβολος|(adj. used often as a noun), slanderous; with the article: the Slanderer (par excellence), the Devil
διάγνωσις|judicial examination, decision; an act of discernment
διάγω|(either trans. or intrans.), I spend time, pass time, live
διάδημα|a head-wreath, crown, diadem
διάδοχος|a successor
διάκονος|a waiter, servant; then of any one who performs any service, an administrator
διάκρισις|distinguishing; hence: deciding, passing sentence on; the act of judgment, discernment
διάλεκτος|language, speech, conversation, manner of speaking
διάνοια|understanding, intellect, mind, insight
διάστημα|an interval of time, distance
διάταγμα|a mandate, decree, edict
διάφορος|differing, different; hence: excellent
διέξοδος|a meeting-place of roads, a public spot in a city
διέρχομαι|I pass through, spread (as a report)
διήγησις|a narrative
διίστημι|I put apart, separate, put some distance between
διό|wherefore, on which account, therefore
διόπερ|wherefore (emphatically), for which very reason
διόρθωσις|amendment, improvement, reformation
διόσκουροι|the Dioscuri, Castor and Pollux, sons of Zeus and Leda, and patrons of sailors
διότι|on this account, because, for
διώκτης|a persecutor
διώκω|I pursue, hence: I persecute
δογματίζω|I subject to regulations, decree; mid: I subject myself to regulations, am decree-ridden
δοκιμάζω|I put to the test, prove, examine; I distinguish by testing, approve after testing; I am fit
δοκιμή|a trial, proof; tried, approved character
δοκέω|I think, seem, appear, it seems
δοκίμιον|a test, trial, what is genuine
δοκός|a beam or spar of timber
δολιόω|I act deceitfully, deceive, use fraud
δολόω|I adulterate, corrupt, ensnare
δοξάζω|I glorify, honor, bestow glory on
δορκάς|Dorcas, the Greek name of Tabitha
δουλαγωγέω|I bring into subjection, enslave, treat as a slave
δουλεία|slavery, bondage
δουλεύω|I am a slave, am subject to, obey, am devoted
δουλόω|I enslave
δοχή|a feast, banquet, reception
δούλη|a female slave, bonds-maid
δοῦλος|(a) (as adj.) enslaved, (b) (as noun) a (male) slave
δραχμή|a drachma, a Greek silver coin
δρούσιλλα|Drusilla (born A.D. 39), daughter of Herod Agrippa I
δράκων|a dragon or huge serpent; met: Satan
δράσσομαι|I take hold of, grasp, catch
δρέπανον|a sickle, pruning-hook
δρόμος|a running, course, career, race
δυναμόω|I empower, fill with power, strengthen
δυνατέω|I am powerful, have power, am able, am mighty
δυνατός|(a) of persons: powerful, able, (b) of things: possible
δυνάστης|(lit: a man who rules by force), a ruler, potentate; also: courtier, member of the court
δυσβάστακτος|difficult to carry, oppressive
δυσεντερία|dysentery
δυσερμήνευτος|difficult to interpret, hard to be understood
δυσκόλως|with difficulty, hardly
δυσμή|a setting (of the sun), hence: the West
δυσνόητος|hard to understand
δυσφημία|evil report, defamation, words of ill omen
δωδεκάφυλον|the Twelve Tribes (of Israel)
δωδέκατος|twelfth
δωρεά|a (free) gift, a gift (without repayment)
δωρεάν|as a free gift, without payment, freely
δωρέομαι|I give, grant, donate
δάκνω|I bite; hence: I backbite, harm seriously
δάκρυον|a tear
δάκτυλος|a finger
δάμαλις|a heifer, young cow
δάμαρις|Damaris, an Athenian woman
δάνειον|a loan, debt
δέ|a weak adversative particle, generally placed second in its clause; but, on the other hand, and
δέησις|supplication, prayer, entreaty
δέκα|ten
δέκατος|tenth
δένδρον|a tree
δέομαι|I want for myself; I want, need; I beg, request, beseech, pray
δέρβη|Derbe, a town in Lycaonia and in the southern part of the Roman province Galatia
δέρμα|the skin or hide of an animal
δέρω|I flay, flog, scourge, beat
δέσμη|a bundle
δέσμιος|one bound, a prisoner
δέχομαι|I take, receive, accept, welcome
δέω|I bind, tie, fasten; I impel, compel; I declare to be prohibited and unlawful
δή|(a) in a clause expressing demand: so, then, (b) indeed, (c) truly
δήποτε|even at that time, whenever
