@εἰ|conjunctive particle, used in conditions and in indirect questions.; I. Conditional, if; 1. c. indic., expressing a general assumption; (a) pres.: seq. indic. pres., Mat.11.14, Rom.8.25, al.; seq. imperat., Mar.4.23; Mar.9.22, Joh.15.18, 1Co.7.9, al.; seq. fut. indic., Luk.16.31, Rom.8.11, al.; seq. pf. or aor., with negation in apodosis, Mat.12.26, Rom.4.14, al.; similarly, seq. impf., Luk.17.6, Joh.8.39; seq. quæst., Mat.6.23 Joh.5.47; Joh.7.23; Joh.8.46, 1Pe.2.20; (b) fut.: Mat.26.33, 1Pe.2.20; (c) pf.: Joh.11.12, Rom.6.5, al.; (d) aor.: Luk.16.11; Luk.19.8, Joh.13.32; Joh.18.23, Rev.20.15, al.; 2. Where the assumption is certain = ἐπεί: Mat.12.28, Joh.7.4, Rom.5.17, al.; 3. Of an unfulfilled condition, c. indic. impf., aor. or plpf., seq. ἄν, c. imp. or aor. (see ἄν, I, i).; 4. C. indic., after verbs denoting wonder, etc., sometimes, but not always, coupled with an element of doubt: Mar.15.44, 1Jn.3.13, al.; 5. C. indic., as in LXX (Num.14.30, 1Sa.14.45, al. = Heb. H518), in oaths, with the formula of imprecation understood in a suppressed apodosis (WM, 627; Burton, § 272): Mar.8.12, Heb.3.11 (LXX) Heb.4.3 (LXX),; 6. Rarely (cl.) c. optat., to express a merely possible condition: Act.24.19; Act.27.39, 1Co.14.10; 1Co.15.37, 1Pe.3.14; 1Pe.3.17; II. Interrogative, if, whether.; 1. As in cl., in indir. questions after verbs of seeing, asking, knowing, saying, etc: c. indic. Pres., Mat.26.63, Mar.15.36, Act.19.2, 2Co.13.5, al.; fut., Mar.3.2, Act.8.22, al.; aor., Mar.15.44, 1Co.1.16, al.; c. subjc. aor. (M, Pr., 194), Php.3.12.; 2. As in LXX (= Heb. H518 and interrog. הֲ, Gen.17.17, al.; v. W M, 639 f.; Viteau, i, 22), in direct questions: Mar.8.23 (Tr., WH, txt.), Luk.13.23; Luk.22.49, Act.19.2, al.; III. With other particles.; 1. εἰ ἄρα, εἴγε, εἰ δὲ μήγs, see ἄρα, γε.; 2. εἰ δὲ καί, but if also: Luk.11.18; but even of, 1Co.4.7, 2Co.4.3; 2Co.11.6.; 3. εἰ δὲ μή, but if not, but if otherwise: Mar.2.21-22, Joh.14.2, Rev.2.5, al.; 4. εἰ καί, if even, if also, although: Mar.14.29, Luk.11.8, 1Co.7.21, 2Co.4.16, Php.2.17, al.; 5. καί εἰ, even if see καί.; 6. εἰ μή, if not, unless, except, but only: Mat.24.22, Mar.2.26; Mar.6.5, Joh.9.33, 1Co.7.17 (only), Gal.1.19 (cf. ἐὰν μή, 216; v. Hort., Ja., xvi); ἐκτὸς εἰ μή, pleonastic (Bl., § 65, 6), 1Co.14.5; 1Co.15.2, 1Ti.5.19..; 7. εἰ μήν = cl. ἦ μήν (M, Pr., 46), in oaths, surely (Eze.33.27, al.): Heb.6.14.; 8. εἴ πως, if haply: Act.27.12, Rom.1.10.; 9. εἴτε . . . εἴτε, whether . . . or: Rom.12.6-8, 1Co.3.22; 1Co.13.8, al.; εἴ-περ, see εἰ; εἴ-ιτως, see εἰ
@εἰ|conjunctive particle, used in conditions and in indirect questions.; I. Conditional, if; 1. c. indic., expressing a general assumption; (a) pres.: seq. indic. pres., Mat.11.14, Rom.8.25, al.; seq. imperat., Mar.4.23; Mar.9.22, Joh.15.18, 1Co.7.9, al.; seq. fut. indic., Luk.16.31, Rom.8.11, al.; seq. pf. or aor., with negation in apodosis, Mat.12.26, Rom.4.14, al.; similarly, seq. impf., Luk.17.6, Joh.8.39; seq. quæst., Mat.6.23 Joh.5.47; Joh.7.23; Joh.8.46, 1Pe.2.20; (b) fut.: Mat.26.33, 1Pe.2.20; (c) pf.: Joh.11.12, Rom.6.5, al.; (d) aor.: Luk.16.11; Luk.19.8, Joh.13.32; Joh.18.23, Rev.20.15, al.; 2. Where the assumption is certain = ἐπεί: Mat.12.28, Joh.7.4, Rom.5.17, al.; 3. Of an unfulfilled condition, c. indic. impf., aor. or plpf., seq. ἄν, c. imp. or aor. (see ἄν, I, i).; 4. C. indic., after verbs denoting wonder, etc., sometimes, but not always, coupled with an element of doubt: Mar.15.44, 1Jn.3.13, al.; 5. C. indic., as in LXX (Num.14.30, 1Sa.14.45, al. = Heb. H518), in oaths, with the formula of imprecation understood in a suppressed apodosis (WM, 627; Burton, § 272): Mar.8.12, Heb.3.11 (LXX) Heb.4.3 (LXX),; 6. Rarely (cl.) c. optat., to express a merely possible condition: Act.24.19; Act.27.39, 1Co.14.10; 1Co.15.37, 1Pe.3.14; 1Pe.3.17; II. Interrogative, if, whether.; 1. As in cl., in indir. questions after verbs of seeing, asking, knowing, saying, etc: c. indic. Pres., Mat.26.63, Mar.15.36, Act.19.2, 2Co.13.5, al.; fut., Mar.3.2, Act.8.22, al.; aor., Mar.15.44, 1Co.1.16, al.; c. subjc. aor. (M, Pr., 194), Php.3.12.; 2. As in LXX (= Heb. H518 and interrog. הֲ, Gen.17.17, al.; v. WM, 639 f.; Viteau, i, 22), in direct questions: Mar.8.23 (Tr., WH, txt.), Luk.13.23; Luk.22.49, Act.19.2, al.; III. With other particles.; 1. εἰ ἄρα, εἴγε, εἰ δὲ μήγs, see ἄρα, γε.; 2. εἰ δὲ καί, but if also: Luk.11.18; but even of, 1Co.4.7, 2Co.4.3; 2Co.11.6.; 3. εἰ δὲ μή, but if not, but if otherwise: Mar.2.21-22, Joh.14.2, Rev.2.5, al.; 4. εἰ καί, if even, if also, although: Mar.14.29, Luk.11.8, 1Co.7.21, 2Co.4.16, Php.2.17, al.; 5. καί εἰ, even if see καί.; 6. εἰ μή, if not, unless, except, but only: Mat.24.22, Mar.2.26; Mar.6.5, Joh.9.33, 1Co.7.17 (only), Gal.1.19 (cf. ἐὰν μή, 216; v. Hort., Ja., xvi); ἐκτὸς εἰ μή, pleonastic (Bl., § 65, 6), 1Co.14.5; 1Co.15.2, 1Ti.5.19..; 7. εἰ μήν = cl. ἦ μήν (M, Pr., 46), in oaths, surely (Eze.33.27, al.): Heb.6.14.; 8. εἴ πως, if haply: Act.27.12, Rom.1.10.; 9. εἴτε . . . εἴτε, whether . . . or: Rom.12.6-8, 1Co.3.22; 1Co.13.8, al.
@εἰ|conjunctive particle, used in conditions and in indirect questions.; I. Conditional, if; 1. c. indic., expressing a general assumption; (a) pres.: seq. indic. pres., Mat.11.14, Rom.8.25, al.; seq. imperat., Mar.4.23; Mar.9.22, Joh.15.18, 1Co.7.9, al.; seq. fut. indic., Luk.16.31, Rom.8.11, al.; seq. pf. or aor., with negation in apodosis, Mat.12.26, Rom.4.14, al.; similarly, seq. impf., Luk.17.6, Joh.8.39; seq. quæst., Mat.6.23 Joh.5.47; Joh.7.23; Joh.8.46, 1Pe.2.20; (b) fut.: Mat.26.33, 1Pe.2.20; (c) pf.: Joh.11.12, Rom.6.5, al.; (d) aor.: Luk.16.11; Luk.19.8, Joh.13.32; Joh.18.23, Rev.20.15, al.; 2. Where the assumption is certain = ἐπεί: Mat.12.28, Joh.7.4, Rom.5.17, al.; 3. Of an unfulfilled condition, c. indic. impf., aor. or plpf., seq. ἄν, c. imp. or aor. (see ἄν, I, i).; 4. C. indic., after verbs denoting wonder, etc., sometimes, but not always, coupled with an element of doubt: Mar.15.44, 1Jn.3.13, al.; 5. C. indic., as in LXX (Num.14.30, 1Sa.14.45, al. = Heb. H518), in oaths, with the formula of imprecation understood in a suppressed apodosis (WM, 627; Burton, § 272): Mar.8.12, Heb.3.11 (LXX) Heb.4.3 (LXX),; 6. Rarely (cl.) c. optat., to express a merely possible condition: Act.24.19; Act.27.39, 1Co.14.10; 1Co.15.37, 1Pe.3.14; 1Pe.3.17; II. Interrogative, if, whether.; 1. As in cl., in indir. questions after verbs of seeing, asking, knowing, saying, etc: c. indic. Pres., Mat.26.63, Mar.15.36, Act.19.2, 2Co.13.5, al.; fut., Mar.3.2, Act.8.22, al.; aor., Mar.15.44, 1Co.1.16, al.; c. subjc. aor. (M, Pr., 194), Php.3.12.; 2. As in LXX (= Heb. H518 and interrog. הֲ, Gen.17.17, al.; v. WM, 639 f.; Viteau, i, 22), in direct questions: Mar.8.23 (Tr., WH, txt.), Luk.13.23; Luk.22.49, Act.19.2, al.; III. With other particles.; 1. εἰ ἄρα, εἴγε, εἰ δὲ μήγς, see ἄρα, γε.; 2. εἰ δὲ καί, but if also: Luk.11.18; but even of, 1Co.4.7, 2Co.4.3; 2Co.11.6.; 3. εἰ δὲ μή, but if not, but if otherwise: Mar.2.21-22, Joh.14.2, Rev.2.5, al.; 4. εἰ καί, if even, if also, although: Mar.14.29, Luk.11.8, 1Co.7.21, 2Co.4.16, Php.2.17, al.; 5. καί εἰ, even if see καί.; 6. εἰ μή, if not, unless, except, but only: Mat.24.22, Mar.2.26; Mar.6.5, Joh.9.33, 1Co.7.17 (only), Gal.1.19 (cf. ἐὰν μή, 216; v. Hort., Ja., xvi); ἐκτὸς εἰ μή, pleonastic (Bl., § 65, 6), 1Co.14.5; 1Co.15.2, 1Ti.5.19..; 7. εἰ μήν = cl. ἦ μήν (M, Pr., 46), in oaths, surely (Eze.33.27, al.): Heb.6.14.; 8. εἴ πως, if haply: Act.27.12, Rom.1.10.; 9. εἴτε . . . εἴτε, whether . . . or: Rom.12.6-8, 1Co.3.22; 1Co.13.8, al.
@εἴκω|to yield: Gal.2.5 (cf. ὑπ-είκω).†
@εἴκω|ἔοικα, pf. with pres. sense,; to be like: c. dat., Jas.1.6; Jas.1.23.†
@ζηλωτής|1. in cl. an emulator, zealous admirer (Plat., al.).; 2. eagerly desirous, zealous; (a) absol., as in OT, ll. c.; (b) c. gen. obj.: (zealous to acquire or to defend), 1Co.14.12, Tit.2.14, 1Pe.3.13; τ. νόμου (2Mac, l.c.), Act.21.20; παραδόσεων, Gal.1.14; c. gen. pers., θεοῦ, Act.22.3.; 3. In FlJ, NT, a Zealot, member of the Jewish party so called: as surname of the Apostle Simon, Luk.6.15, Act.1.13.†
@Ζηλωτής|In FlJ, NT,; a Zealot, member of the Jewish party so called: as surname of the Apostle Simon, Luk.6.15, Act.1.13.†
@ἡλεί|Eli, my God: Mat.27.46 (cf. ἐλωΐ).†
@Ἡλεί|indecl.,; Heli, Joseph's father: Luk.3.23.†
@κρείσσων|better; (a) as to ad­vantage or usefulness: 1Co.11.17, Heb.11.40; Heb.12.24; πολλῷ μᾶλλον κ., Php.1.23; κρεῖσσον ποιεῖν, 1Co.7.38; ἐστιν, seq. inf., 1Co.7.9, 2Pe.2.21; (b) as to excellence: Heb.1.4; Heb.6.9; Heb.7.7; Heb.7.19; Heb.7.22; Heb.8.6; Heb.9.23; Heb.10.34; Heb.11.16; Heb.11.35; κ. ἐστι, seq. inf., 1Pe.3.17.†
@λοιπός|the remaining, the rest,; 1. pl., οἱ λ.: c. subst., Mat.25.11, Act.2.37, Rom.1.13, al.; absol., Mat.22.6, Mar.16.13, Luk.24.10, al.; οἱ λ. οἱ (B1., § 47, 8), Act.28.9, 1Th.4.13, Rev.2.24; οἱ λ. τ. ἀνθρώπων (LS, s.v., ad. init.), Rev.9.20; τὰ λ., Mar.4.19, Rev.3.2, al.; 2. Neut. sing. (acc ref.), adverbially, τὸ λ.; (a) for the future, henceforth: Mar.14.41, 1Co.7.29 (Lft., Notes, 232 f.), Heb.10.13; anarth. (Deiss., LAE, 17616, 1885, 20), Act.27.20, 2Ti.4.8; τοῦ λ. (sc. χρόνου; LS, s.v.; M, Pr., 73; Bl., § 36, 13), Gal.6.17, Eph.6.10; (b) besides, moreover, for the rest: Php.3.1; Php.4.8; anarth., 1Co.1.16; 1Co.4.2, 1Th.4.1 (M, Th., in l; Lft., Notes, 51).
@μήν|a particle of assurance, verily, truly; εἰ (εἶ) μ. (= cl., ἦ μ, in LXX and Papyri), now verily, full surely: Heb.6.14 (LXX).†
@μήν|gen., μηνός, ὁ,; a month: Luk.1.24; Luk.1.26; Luk.1.36; Luk.1.56; Luk.4.25, Act.7.20; Act.18.11; Act.19.8; Act.20.3; Act.28.11, Jas.5.17, Rev.9.5; Rev.9.10; Rev.9.15; Rev.11.2; Rev.13.5; Rev.22.2; pl., of the festival of the new moon (cf. Isa.66.23), Gal.4.10.†
@ὄφις|1. the act of seeing, the sense of sight.; 2. face, countenance: Joh.11.44, Rev.1.16.; 3. appear­ance: κατ᾿ ὄ. κρίνειν (v. MM, xviii), Joh.7.24.†
@ὄφις|a serpent, snake: Mat.7.10 Mar.16.18, Luk.10.19; Luk.11.11, Joh.3.14, 1Co.10.9, Rev.9.19; as typical of wisdom and cunning, Mat.10.16; Mat.23.23, 2Co.11.3 (cf. Gen.31.1-55); of Satan (cf. Gen.3.1, Wis.2.23-24, 4Ma.18.8), Rev.12.9; Rev.12.14; Rev.12.11; Rev.20.2.†
@στάχυς|an ear of corn: Mat.12.1, Mar.2.23; Mar.4.28, Luk.6.1.†
@Στάχυς|Stachys: Rom.16.9 (v. Lft., Phi., 174; MM, xxiii).†
@στέφανος|1. that which surrounds or encompasses (as a wall, a crowd: Hom., al.).; 2. a crown, i.e. the wreath, garland or chaplet given as a prize for victory, as a festal ornament, or as a public honour for disting­uished service or personal worth (so to sovereigns, especially on the occasion of a παρουσία, q.v.; cf. Deiss., LAE, 372 ff.; on its use in LXX for the golden crown of royalty (prop., διάδημα, q.v., cf. Hort and Mayor on Jas.1.12): Mat.27.29, Mar.15.17, Joh.19.2; Joh.19.5, 1Co.9.25, Rev.4.4; Rev.4.10; Rev.6.2; Rev.9.7; Rev.12.1; Rev.14.14. Metaph.: Php.4.1, Rev.3.11; τ. δικαιοσύνης (cf. Deiss., LAE, 312), 2Ti.4.8; τ. δόξης, 1Pe.5.4; καυχήσεως, 1Th.2.19 (v. M, Th., in l); τ. ζωῆς (gen. appos.), Jas.1.12, Rev.2.10.†
@Στέφανος|Stephen: Act.6.5; Act.6.8-9; Act.7.59; Act.8.2; Act.11.19; Act.22.20.†
@συμβουλεύω|1. to advise, counsel: c. dat. pers., Joh.18.14; id. seq. inf., Rev.3.18.; 2. Mid., to take counsel, consult: seq. ἵνα, Mat.26.4 ("reciprocal middle," v. M, Pr., 157); c. inf., Act.9.23.†; **† συν-βασιλεύω; to reign together or with: metaph., of sharing the glories of the Kingdom of God, 1Co.4.8, 2Ti.2.12.†
@συμβουλεύω|From G4862 and G1011
@σύνειμι|to be with: Luk.9.18 (WH, mg., συνήντησαν), Act.22.11.†
@σύνειμι|to come together: Luk.8.4.†
@φοῖνιξ|(a) a Phænician (also with fem., Φοίνισσα, Hom., al.); (b) Phænix, a city of Crete: Act.27.12.†
@φοῖνιξ|the date palm, palm: τὰ βαΐα τῶν φ., Joh.12.13; of palm branches, φοίνικες (as Arist., 2Ma.10.7, al.), Rev.7.9.†
oὗ|adv. of place, where, whither; (a) in answer to the question "where?" (= ubi): Mat.2.9; Mat.18.20, Luk.4.16-17; Luk.23.53, Act.1.13; Act.2.2; Act.7.29; Act.12.12; Act.16.13; Act.20.6; Act.20.8; Act.25.10; Act.28.14, Rom.9.26 (LXX), Col.3.1, Heb.3.9 (LXX), Rev.17.15; of condition, Rom.4.15; Rom.5.20, 2Co.3.17; (b) in answer to the question "whither?" (= quo): Mat.28.16, Luk.10.1; Luk.24.28; seq. ἐάν, c. subjc., 1Co.16.6.†
ἀαρών|Aaron (Exo.4.14, al.):; Luk.1.5, Act.7.40, Heb.5.4; Heb.7.11; Heb.9.4.†
άβαδδών|destruction; LXX, ἀπώλεια, only in Wisdom Lit., of the place of the ruined dead: Job.26.6 Job.28.22 Job.31.12, Psa.88.12, Pro.15.11*), indecl.; in NT, Abaddon, the angel of the Abyss: Rev.9.11.†
ἀβαρής|without weight; metaph. (MM, VGT, s.v.) not burdensome: 2Co.11.9.†
ἀββά|Abba, Father (v. Swete on Mk, l.c.): Mar.14.36, Rom.8.15, Gal.4.6.†
ἀβειληνή|Abilene, a district in the Anti-Lebanon: Luk.3.1.†; Ἀβιληνή, see Ἀβειληνή.
ἄβελ|Abel (Gen.4.2-10): Heb.11.4 Heb.12.24; αἵμα Ἄ., Mat.23.35, Luk.11.51.†
ἀβίά|Abia, Abijah.; 1. Son of Rehoboam (1Ki.14.1): Mat.1.7.; 2. A priest of the line of Eleazar (1Ch.24.3; 1Ch.24.10): Luk.1.5.†
άβιάθαρ|indecl.; Abiathar (1Sa.21.1): Mar.2.26.†
ἀβιούδ|indecl.; Abiud, Abihud: Mat.1.13.†
ἀβραάμ|indecl. (in FlJ, Ἄβραμος, -ον; MM, VGT, s.v.),; Abraham (Gen.17.5 al.): Mat.1.1-2 al.
ἄβυσσος|1. in cl., boundless, bottom­less (e.g. ἄ. πέλαγος, ἄ. πλοῦτος, Æsch.).; 2. [In LXX (for H8415, Gen.1.2, al.; exc. Isa.44.27, Job.41.22 for H6683, H4688, Job.36.16 for H7338) and] NT, as subst. (MM, VGT, s.v.), ἡ ἄ. (sc. χώρα), the abyss; (a) of the sea (Gen.1.2); (b) of the underworld, as the abode of the dead: Rom.10.7 (a paraphrase of Deu.30.13 LXX); as the abode of demons, Luk.8.31 Rev.9.1-2; Rev.9.11 Rev.11.7 Rev.17.8; Rev.20.1-3 (Cremer, 2).†
ἄγαβος|Agabus: Act.11.28 Act.21.10.†
ἀγαθοεργέω|to do good, show kindness: 1Ti.6.18 (Cremer, 8).†
ἀγαθοποιέω|to do good; (a) univ.: 1Pe.2.15; 1Pe.2.20, 1Pe.3.6; 1Pe.3.17, 3Jn.1.11; (b) for another's benefit: Mar.3.4 (T, ἀγαθὸν ποιῆσαι), Luk.6.9; (c) acc pers., Luk.6.33; Luk.6.35 (Cremer, 8).†; *† ἀγαθουργέω, -ῶ,; contracted form (rare, v. WH, App., 145) of ἀγαθοερ- (q.v.),; to do good: Act.14.17.†
ἀγαθοποιία|well-doing: 1Pe.4.19.†
ἀγαθοποιός|= cl. ἀγαθουργός,; doing well, acting rightly (Plut.): 1Pe.2.14 (Cremer, 8; MM, VGT, s.v.).†
ἀγαθός|in general, good, in physical and in moral sense, used of persons, things, acts, conditions, etc., applied to that which is regarded as "perfect in its kind, so as to produce pleasure and satisfaction, ... that which, in itself good, is also at once for the good and the advantage of him who comes in contact with it" (Cremer, 3): γῆ, Luk.8.8; δένδρον, Mat.7.18; καρδία, Luk.8.15; δόσίς, Jas.1.17; μερίς, Luk.10.42; ἔργον (freq. in P1.), Php.1.6; ἐλπίς, 2Th.2.16; θησαυρός, Mat.12.35; μνεία, 1Th.3.6 (cf. 2Ma.7.20); as subst., τό ἀ., that which is morally good, beneficial, acceptable to God, Rom.12.2; έργάζεσθαι τό ἀ., Rom.2.10, Eph.4.28; πράσσειν, Rom.9.11, 2Co.5.10; διώκειν, 1Th.5.13; μιμεῖσθαι, 3Jn.1.11; κολλᾶσθαι τῷ ἀ., Rom.12.9; ἐρωτᾶν περί τοῦ ἀ., Mat.19.17; διάκονος είς τό ἀ., Rom.13.4; τό ἀ. σου, thy favour, benefit, Phm.1.14; pl., τὰ ἀ., of goods, possessions, Luk.12.18; of spiritual benefits, Rom.10.15, Heb.9.11 Heb.10.1. ἀ. is opp. to πονηρός, Mat.5.45 Mat.20.15; κακός, Rom.7.19; φαῦλος, Rom.9.11, 2Co.5.10 (cf. MM, VGT, s.v.).; SYN.: καλός G2570, δίκαιος G1342. κ. properly refers to goodliness as mani­fested in form: ἀ. to inner excellence (cf. the cl. καλὸς G2570 κἀγαθὸς and ἐν καρδίᾳ G2588 κ. καί ἀ., Luk.8.15). In Rom.5.7, where it is contrasted with δ., ἀ. implies a kindliness and attractiveness not necessarily possessed by the δίκαιος, who merely measures up to a high standard of rectitude (cf. ἀγαθωσύνη G19).
ἀγαθωσύνη|goodness (representing "the kindlier, as δικαιοσύνη, the sterner element in the ideal character," AR, Eph.5.9; on its rela­tion to χρηστότηs, v. Tr., Syn., § 63): Rom.15.14, Gal.5.22, 2Th.1.11.†
ἀγαλλίασις|exultation, exuberant joy: Luk.1.44, Act.2.40, Heb.1.9, Jud.1.24; χαρὰ καὶ ἀ., Luk.1.14 (Cremer, 592).†
ἀγαλλιάω|Hellenistic form of cl. ἀγάλλω, to glorify, mid. -ομαι, to exult in; to exult, rejoice greatly: seq. ἐπί, c. dat., Luk.1.47; c. dat. mod., 1Pe.1.8, Rev.19.7. Mid., with same sense: Mat.5.12, Luk.10.21, Act.2.26 Act.16.34, 1Pe.4.13; seq. ἴνα, Joh.8.56; ἐν, Joh.5.35 (1 aor. pass. perh. as mid.; but v. Mozley, Psalter, 5), 1Pe.1.6 (Cremer, 590).†
ἄγαμος|unmarried: 1Co.7.8; 1Co.7.32; fem. (= cl. ἄνανδρος), 1Co.7.11; 1Co.7.34 †
ἀγανακτέω|to be indignant: Mat.21.15 Mat.26.8, Mar.10.14 Mar.14.4; seq. περί, Mat.20.24, Mar.10.41; seq. ὅτι, Luk.13.14 (v. MM, VGT, s.v.).†
ἀγανάκτησις|indignation: 2Co.7.11 (v. MM, VGT, s.v.).†; Note: Page 3 of AMBL has Es 18:3 but esther only has 10 chapters
ἀγαπάω|to love, to feel and exhibit esteem and goodwill to a person, to prize and delight in a thing.; 1. Of human affection, to men: τ. πλησίον, Mat.5.43; τ. ἐχθρούς, Mat.5.44; to Christ, Joh.8.42; to God, Mat.22.37; c. acc rei, Luk.11.43, Joh.12.43 Eph.5.25, 2Ti.4.8; 2Ti.4.10, Heb.1.9, 1Pe.2.17, 1Pe.3.10, 2Pe.2.15, 1Jn.2.15, Rev.12.11.; 2. Of divine love; (a) God's love: to men, Rom.8.37; to Christ, Joh.3.35; (b) Christ's love: to men, Mar.10.21; to God, Joh.14.31; c. cogn. acc, Joh.17.26, Eph.2.4.; SYN.: φιλέω G5368. From its supposed etymology (Thayer, LS; but v. also Boisacq) ἀ. is commonly understood properly to denote love based on esteem (diligo), as distinct from that expressed by φιλέω (amo), spontaneous natural affection, emotional and unreasoning. If this distinction holds, a. is fitly used in NT of Christian love to God and man, the spiritual affection which follows the direction of the will, and which, therefore, unlike that feeling which is instinctive and unreasoned, can be commanded as a duty. (Cf. ἀγάπη G26, and v. Tr., 12; Cremer, 9, 592; and esp. MM, VGT, s.v.)
